"id","number","vtown","category","condition","status","entry_date"
"770","S-89","Allama Iqbal Town","Mini Dumper","New","Active","2023-05-27"
"771","S-94","Allama Iqbal Town","Mini Dumper","New","Active","2023-05-27"
"772","C01-218","Aziz Bhatti Town","Mini Dumper","Old","Active","2023-05-27"
"773","M-130","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"774","M-131","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"775","M-45","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"776","M-57","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"777","M-67","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"778","M-68","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"779","M-78","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"780","M-89","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"781","M-91","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"782","M-99","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"783","MD-66","Aziz Bhatti Town","Mini Dumper","Old","Active","2023-05-27"
"784","MD-68","Aziz Bhatti Town","Mini Dumper","Old","Active","2023-05-27"
"785","MD-69","Aziz Bhatti Town","Mini Dumper","Old","Active","2023-05-27"
"786","MD-70","Aziz Bhatti Town","Mini Dumper","Old","Active","2023-05-27"
"787","MD-71","Aziz Bhatti Town","Mini Dumper","Old","Active","2023-05-27"
"788","S-05","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"789","S-102","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"790","S-107","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"791","S-116","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"792","S-118","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"793","S-131","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"794","S-137","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"795","S-14","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"796","S-159","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"797","S-171","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"798","S-173","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"799","S-188","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"800","S-277","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"801","S-298","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"802","S-306","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"803","S-311","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"804","S-317","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"805","S-341","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"806","S-345","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"807","S-372","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"808","S-390","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"809","S-395","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"810","S-41","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"811","S-61","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"812","S-68","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"813","S-76","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"814","S-77","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"815","S-83","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"816","S-87","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"817","S-91","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"818","S-92","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"819","S-93","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"820","S-97","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"821","S-99","Aziz Bhatti Town","Mini Dumper","New","Active","2023-05-27"
"822","ALB-C02-025","DGBT","Mini Dumper","Old","Active","2023-05-27"
"823","C01-051","DGBT","Mini Dumper","Old","Active","2023-05-27"
"824","C02-026","DGBT","Mini Dumper","Old","Active","2023-05-27"
"825","C1.5-258","DGBT","Mini Dumper","Old","Active","2023-05-27"
"826","C1.5-262","DGBT","Mini Dumper","Old","Active","2023-05-27"
"827","M-113","DGBT","Mini Dumper","New","Active","2023-05-27"
"828","M-127","DGBT","Mini Dumper","New","Active","2023-05-27"
"829","M-28","DGBT","Mini Dumper","New","Active","2023-05-27"
"830","M-36","DGBT","Mini Dumper","New","Active","2023-05-27"
"831","M-43","DGBT","Mini Dumper","New","Active","2023-05-27"
"832","M-48","DGBT","Mini Dumper","New","Active","2023-05-27"
"833","M-49","DGBT","Mini Dumper","New","Active","2023-05-27"
"834","M-88","DGBT","Mini Dumper","New","Active","2023-05-27"
"835","MD-05","DGBT","Mini Dumper","Old","Active","2023-05-27"
"836","MD-10","DGBT","Mini Dumper","Old","Active","2023-05-27"
"837","MD-30","DGBT","Mini Dumper","Old","Active","2023-05-27"
"838","MD-34","DGBT","Mini Dumper","Old","Active","2023-05-27"
"839","MD-35","DGBT","Mini Dumper","Old","Active","2023-05-27"
"840","MD-48","DGBT","Mini Dumper","Old","Active","2023-05-27"
"841","MD-52","DGBT","Mini Dumper","Old","Active","2023-05-27"
"842","MD-53","DGBT","Mini Dumper","Old","Active","2023-05-27"
"843","MD-55","DGBT","Mini Dumper","Old","Active","2023-05-27"
"844","MD-56","DGBT","Mini Dumper","Old","Active","2023-05-27"
"845","MD-57","DGBT","Mini Dumper","Old","Active","2023-05-27"
"846","MD-58","DGBT","Mini Dumper","Old","Active","2023-05-27"
"847","S-02","DGBT","Mini Dumper","New","Active","2023-05-27"
"848","S-03","DGBT","Mini Dumper","New","Active","2023-05-27"
"849","S-06","DGBT","Mini Dumper","New","Active","2023-05-27"
"850","S-101","DGBT","Mini Dumper","New","Active","2023-05-27"
"851","S-103","DGBT","Mini Dumper","New","Active","2023-05-27"
"852","S-104","DGBT","Mini Dumper","New","Active","2023-05-27"
"853","S-108","DGBT","Mini Dumper","New","Active","2023-05-27"
"854","S-109","DGBT","Mini Dumper","New","Active","2023-05-27"
"855","S-115","DGBT","Mini Dumper","New","Active","2023-05-27"
"856","S-147","DGBT","Mini Dumper","New","Active","2023-05-27"
"857","S-152","DGBT","Mini Dumper","New","Active","2023-05-27"
"858","S-156","DGBT","Mini Dumper","New","Active","2023-05-27"
"859","S-157","DGBT","Mini Dumper","New","Active","2023-05-27"
"860","S-16","DGBT","Mini Dumper","New","Active","2023-05-27"
"861","S-162","DGBT","Mini Dumper","New","Active","2023-05-27"
"862","S-163","DGBT","Mini Dumper","New","Active","2023-05-27"
"863","S-164","DGBT","Mini Dumper","New","Active","2023-05-27"
"864","S-18","DGBT","Mini Dumper","New","Active","2023-05-27"
"865","S-183","DGBT","Mini Dumper","New","Active","2023-05-27"
"866","S-187","DGBT","Mini Dumper","New","Active","2023-05-27"
"867","S-192","DGBT","Mini Dumper","New","Active","2023-05-27"
"868","S-197","DGBT","Mini Dumper","New","Active","2023-05-27"
"869","S-203","DGBT","Mini Dumper","New","Active","2023-05-27"
"870","S-21","DGBT","Mini Dumper","New","Active","2023-05-27"
"871","S-217","DGBT","Mini Dumper","New","Active","2023-05-27"
"872","S-229","DGBT","Mini Dumper","New","Active","2023-05-27"
"873","S-239","DGBT","Mini Dumper","New","Active","2023-05-27"
"874","S-242","DGBT","Mini Dumper","New","Active","2023-05-27"
"875","S-245","DGBT","Mini Dumper","New","Active","2023-05-27"
"876","S-246","DGBT","Mini Dumper","New","Active","2023-05-27"
"877","S-251","DGBT","Mini Dumper","New","Active","2023-05-27"
"878","S-256","DGBT","Mini Dumper","New","Active","2023-05-27"
"879","S-267","DGBT","Mini Dumper","New","Active","2023-05-27"
"880","S-271","DGBT","Mini Dumper","New","Active","2023-05-27"
"881","S-272","DGBT","Mini Dumper","New","Active","2023-05-27"
"882","S-301","DGBT","Mini Dumper","New","Active","2023-05-27"
"883","S-323","DGBT","Mini Dumper","New","Active","2023-05-27"
"884","S-324","DGBT","Mini Dumper","New","Active","2023-05-27"
"885","S-328","DGBT","Mini Dumper","New","Active","2023-05-27"
"886","S-33","DGBT","Mini Dumper","New","Active","2023-05-27"
"887","S-333","DGBT","Mini Dumper","New","Active","2023-05-27"
"888","S-339","DGBT","Mini Dumper","New","Active","2023-05-27"
"889","S-34","DGBT","Mini Dumper","New","Active","2023-05-27"
"890","S-350","DGBT","Mini Dumper","New","Active","2023-05-27"
"891","S-352","DGBT","Mini Dumper","New","Active","2023-05-27"
"892","S-366","DGBT","Mini Dumper","New","Active","2023-05-27"
"893","S-386","DGBT","Mini Dumper","New","Active","2023-05-27"
"894","S-40","DGBT","Mini Dumper","New","Active","2023-05-27"
"895","S-42","DGBT","Mini Dumper","New","Active","2023-05-27"
"896","S-45","DGBT","Mini Dumper","New","Active","2023-05-27"
"897","S-47","DGBT","Mini Dumper","New","Active","2023-05-27"
"898","S-52","DGBT","Mini Dumper","New","Active","2023-05-27"
"899","S-69","DGBT","Mini Dumper","New","Active","2023-05-27"
"900","S-70","DGBT","Mini Dumper","New","Active","2023-05-27"
"901","S-72","DGBT","Mini Dumper","New","Active","2023-05-27"
"902","S-73","DGBT","Mini Dumper","New","Active","2023-05-27"
"903","S-78","DGBT","Mini Dumper","New","Active","2023-05-27"
"904","S-84","DGBT","Mini Dumper","New","Active","2023-05-27"
"905","S-90","DGBT","Mini Dumper","New","Active","2023-05-27"
"906","S-98","DGBT","Mini Dumper","New","Active","2023-05-27"
"907","C01-179","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"908","C01-214","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"909","C02-021","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"910","C02-022","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"911","C02-023","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"912","C02-024","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"913","C1.5-250","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"914","C1.5-252","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"915","C1.5-254","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"916","C1.5-259","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"917","C1.5-261","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"918","M-03","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"919","M-1","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"920","M-2","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"921","M-20","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"922","M-21","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"923","M-22","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"924","M-23","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"925","M-30","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"926","M-35","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"927","M-37","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"928","M-39","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"929","M-4","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"930","M-40","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"931","M-41","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"932","M-47","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"933","M-51","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"934","M-59","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"935","M-69","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"936","M-70","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"937","M-71","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"938","M-74","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"939","M-75","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"940","M-80","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"941","M-81","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"942","M-93","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"943","MD-03","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"944","MD-07","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"945","MD-08","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"946","MD-09","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"947","MD-17","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"948","MD-24","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"949","MD-26","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"950","MD-28","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"951","MD-60","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"952","MD-61","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"953","MD-62","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"954","MD-72","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"955","MD-73","Gulberg Town","Mini Dumper","Old","Active","2023-05-27"
"956","S-11","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"957","S-113","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"958","S-119","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"959","S-154","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"960","S-155","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"961","S-160","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"962","S-190","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"963","S-191","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"964","S-252","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"965","S-253","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"966","S-254","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"967","S-262","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"968","S-273","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"969","S-275","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"970","S-276","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"971","S-287","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"972","S-292","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"973","S-327","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"974","S-329","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"975","S-335","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"976","S-337","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"977","S-351","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"978","S-360","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"979","S-381","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"980","S-82","Gulberg Town","Mini Dumper","New","Active","2023-05-27"
"981","C01-240","Nishter Town","Mini Dumper","Old","Active","2023-05-27"
"982","C02-027","Nishter Town","Mini Dumper","Old","Active","2023-05-27"
"983","C1.5-253","Nishter Town","Mini Dumper","Old","Active","2023-05-27"
"984","C1.5-257","Nishter Town","Mini Dumper","Old","Active","2023-05-27"
"985","C1.5-260","Nishter Town","Mini Dumper","Old","Active","2023-05-27"
"986","M-100","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"987","M-101","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"988","M-103","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"989","M-104","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"990","M-107","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"991","M-108","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"992","M-109","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"993","M-12","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"994","M-128","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"995","M-135","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"996","M-26","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"997","M-55","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"998","M-60","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"999","M-61","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1000","M-65","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1001","M-79","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1002","M-94","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1003","M-95","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1004","S-09","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1005","S-124","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1006","S-126","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1007","S-127","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1008","S-129","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1009","S-13","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1010","S-132","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1011","S-15","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1012","S-201","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1013","S-202","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1014","S-206","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1015","S-209","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1016","S-210","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1017","S-213","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1018","S-218","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1019","S-219","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1020","S-22","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1021","S-220","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1022","S-26","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1023","S-284","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1024","S-293","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1025","S-309","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1026","S-332","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1027","S-348","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1028","S-35","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1029","S-362","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1030","S-369","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1031","S-37","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1032","S-370","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1033","S-371","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1034","S-373","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1035","S-375","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1036","S-39","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1037","S-392","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1038","S-4","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1039","S-43","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1040","S-46","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1041","S-48","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1042","S-58","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1043","S-60","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1044","S-8","Nishter Town","Mini Dumper","New","Active","2023-05-27"
"1045","MD-16","Rajgarh Centre","Mini Dumper","Old","Active","2023-05-27"
"1046","ALB-C01-178","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1047","ALB-C01-235","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1048","ALB-C1.5-242","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1049","ALB-C1.5-244","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1050","ALB-C1.5-247","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1051","ALB-C1.5-249","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1052","ALB-C1.5-251","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1053","ALB-C1.5-255","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1054","ALB-C1.5-264","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1055","C01-215","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1056","C01-217","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1057","C01-220","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1058","C01-226","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1059","C01-232","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1060","M-126","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1061","M-13","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1062","M-24","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1063","M-29","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1064","M-46","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1065","M-86","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1066","MD-02","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1067","MD-04","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1068","MD-12","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1069","MD-13","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1070","MD-15","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1071","MD-18","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1072","MD-19","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1073","MD-23","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1074","MD-25","Ravi Town","Mini Dumper","Old","Active","2023-05-27"
"1075","S-120","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1076","S-134","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1077","S-143","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1078","S-146","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1079","S-165","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1080","S-168","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1081","S-169","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1082","S-177","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1083","S-178","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1084","S-179","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1085","S-181","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1086","S-182","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1087","S-194","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1088","S-222","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1089","S-227","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1090","S-232","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1091","S-234","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1092","S-236","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1093","S-24","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1094","S-248","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1095","S-258","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1096","S-288","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1097","S-290","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1098","S-294","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1099","S-295","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1100","S-296","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1101","S-30","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1102","S-302","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1103","S-303","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1104","S-304","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1105","S-338","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1106","S-368","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1107","S-374","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1108","S-376","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1109","S-377","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1110","S-38","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1111","S-44","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1112","S-54","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1113","S-63","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1114","S-64","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1115","S-65","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1116","S-74","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1117","S-95","Ravi Town","Mini Dumper","New","Active","2023-05-27"
"1118","M-115","Ring Road","Mini Dumper","New","Active","2023-05-27"
"1119","M-97","Ring Road","Mini Dumper","New","Active","2023-05-27"
"1120","MD-01","Ring Road","Mini Dumper","Old","Active","2023-05-27"
"1121","MD-11","Ring Road","Mini Dumper","Old","Active","2023-05-27"
"1122","MD-27","Ring Road","Mini Dumper","Old","Active","2023-05-27"
"1123","S-75","Ring Road","Mini Dumper","New","Active","2023-05-27"
"1124","S-85","Ring Road","Mini Dumper","New","Active","2023-05-27"
"1125","S-88","Ring Road","Mini Dumper","New","Active","2023-05-27"
"1126","M-116","RWMC","Mini Dumper","New","Active","2023-05-27"
"1127","M-124","RWMC","Mini Dumper","New","Active","2023-05-27"
"1128","C01-054","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1129","C01-206","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1130","C01-207","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1131","C01-210","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1132","C01-219","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1133","C01-227","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1134","C01-228","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1135","C01-229","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1136","C01-233","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1137","M-102","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1138","M-105","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1139","M-106","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1140","M-129","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1141","M-134","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1142","M-62","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1143","M-77","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1144","M-96","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1145","M-98","Samanabad Town","Mini Dumper","New","Active","2023-05-27"
"1146","MD-20","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1147","MD-21","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1148","MD-22","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1149","MD-32","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1150","MD-36","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
"1151","MD-37","Samanabad Town","Mini Dumper","Old","Active","2023-05-27"
